,Name,Publisher,Year_of_Release,Game_Age,Genre,Platform,Platform_Launch_Year,Game_released_xYears_after_Platform,Platform_Death,Years_since_Platform_Discontinued,Platform_Lifespan,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14402,Resident Evil 4,Ubisoft,2007,9,Action,PC,1977,30,2016,0,39,0.0,0.02,0.0,0.0,0.03
14403,DICE: DNA Integrated Cybernetic Enterprises,Namco Bandai Games,2005,11,Shooter,PS2,2000,5,2013,3,13,0.01,0.01,0.0,0.0,0.03
14404,007: Quantum of Solace,Activision,2008,8,Action,PC,1977,31,2016,0,39,0.01,0.01,0.0,0.0,0.03
14405,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,Namco Bandai Games,2007,9,Action,DS,2004,3,2013,3,9,0.0,0.0,0.03,0.0,0.03
14406,Megpoid the Music#,Other,2013,3,Misc,PSP,2004,9,2014,2,10,0.0,0.0,0.03,0.0,0.03
14407,Batman: A Telltale Game Series,Other,2016,0,Adventure,XOne,2013,3,2016,0,3,0.02,0.01,0.0,0.0,0.03
14408,Wallace & Gromit in Project Zoo,Other,2003,13,Platform,XB,2001,2,2009,7,8,0.02,0.01,0.0,0.0,0.03
14409,Boulder Dash: Rocks!,Other,2007,9,Puzzle,DS,2004,3,2013,3,9,0.0,0.03,0.0,0.0,0.03
14410,Grid Runner,Other,1996,20,Action,PS,1994,2,2000,16,6,0.02,0.01,0.0,0.0,0.03
14411,Saihai no Yukue,Tecmo Koei,2008,8,Strategy,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14412,Metal Dungeon,Other,2002,14,Role-Playing,XB,2001,1,2009,7,8,0.02,0.01,0.0,0.0,0.03
14413,Drome Racers,Electronic Arts,2003,13,Racing,GC,2001,2,2007,9,6,0.02,0.01,0.0,0.0,0.03
14414,World of Zoo,THQ,2009,7,Simulation,PC,1977,32,2016,0,39,0.0,0.02,0.0,0.01,0.03
14415,Guitar Freaks V & DrumMania V,Konami Digital Entertainment,2006,10,Simulation,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14416,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Other,2009,7,Adventure,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14417,Royal Palace of White Sword and The City of Gentiles,Take-Two Interactive,2009,7,Role-Playing,PC,1977,32,2016,0,39,0.0,0.02,0.0,0.0,0.03
14418,Triple Pack: Xbox Live Arcade Compilation,Microsoft Game Studios,2011,5,Misc,X360,2005,6,2016,0,11,0.03,0.0,0.0,0.0,0.03
14419,Gekido Advance: Kintaro's Revenge,Zoo Digital Publishing,2002,14,Action,GBA,2001,1,2010,6,9,0.02,0.01,0.0,0.0,0.03
14420,Dream Pinball 3D,Other,2008,8,Misc,DS,2004,4,2013,3,9,0.03,0.0,0.0,0.0,0.03
14421,Future Tactics: The Uprising,Other,2004,12,Strategy,XB,2001,3,2009,7,8,0.02,0.01,0.0,0.0,0.03
14422,Winter Sports 3: The Great Tournament,Other,2010,6,Sports,PS3,2006,4,2016,0,10,0.0,0.02,0.0,0.01,0.03
14423,Power Poke Dash,Konami Digital Entertainment,2006,10,Sports,GBA,2001,5,2010,6,9,0.0,0.0,0.03,0.0,0.03
14424,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,D3Publisher,2009,7,Misc,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14425,Detective Opera: Milky Holmes 2,Other,2012,4,Adventure,PSP,2004,8,2014,2,10,0.0,0.0,0.03,0.0,0.03
14426,Nisekoi: Yomeiri!?,Konami Digital Entertainment,2014,2,Adventure,PSV,2011,3,2016,0,5,0.0,0.0,0.03,0.0,0.03
14427,Blaze Union: Story to Reach the Future,Other,2010,6,Role-Playing,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14428,Barbie and Her Sisters Puppy Rescue,Namco Bandai Games,2015,1,Action,Wii,2006,9,2016,0,10,0.0,0.03,0.0,0.0,0.03
14429,Handball 16,Other,2015,1,Sports,PS3,2006,9,2016,0,10,0.0,0.02,0.0,0.0,0.03
14430,Commander: Conquest of the Americas,Other,2010,6,Strategy,PC,1977,33,2016,0,39,0.0,0.02,0.0,0.0,0.03
14431,LEGO Pirates of the Caribbean: The Video Game,Disney Interactive Studios,2011,5,Action,PC,1977,34,2016,0,39,0.03,0.0,0.0,0.0,0.03
14432,Race Driver 2006,Codemasters,2006,10,Racing,PSP,2004,2,2014,2,10,0.03,0.0,0.0,0.0,0.03
14433,Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,Other,2010,6,Adventure,DS,2004,6,2013,3,9,0.0,0.0,0.03,0.0,0.03
14434,Samurai Warriors: Sanada Maru,Tecmo Koei,2016,0,Action,PS4,2013,3,2016,0,3,0.0,0.0,0.03,0.0,0.03
14435,Buffy the Vampire Slayer: Wrath of the Darkhul King,THQ,2003,13,Action,GBA,2001,2,2010,6,9,0.02,0.01,0.0,0.0,0.03
14436,Battlefield 1942: The WW II Anthology,Electronic Arts,2004,12,Shooter,PC,1977,27,2016,0,39,0.01,0.01,0.0,0.0,0.03
14437,Genkai Tokki: Seven Pirates,Other,2016,0,Role-Playing,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14438,Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,Other,2011,5,Misc,PS3,2006,5,2016,0,10,0.0,0.0,0.03,0.0,0.03
14439,Parfait,Other,2015,1,Adventure,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14440,Mighty No. 9,Deep Silver,2016,0,Platform,WiiU,2012,4,2016,0,4,0.02,0.01,0.0,0.0,0.03
14441,Roadsters,Other,2000,16,Racing,PS,1994,6,2000,16,6,0.02,0.01,0.0,0.0,0.03
14442,Merv Griffin's Crosswords,Other,2008,8,Puzzle,DS,2004,4,2013,3,9,0.03,0.0,0.0,0.0,0.03
14443,DeathSmiles II,Other,2010,6,Shooter,X360,2005,5,2016,0,11,0.0,0.0,0.03,0.0,0.03
14444,The Great Mystery Hidden Object Package 5,Other,2015,1,Adventure,PC,1977,38,2016,0,39,0.0,0.03,0.0,0.0,0.03
14445,Kenka Bancho Otome,Other,2016,0,Action,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14446,Calcio Bit,Nintendo,2006,10,Sports,GBA,2001,5,2010,6,9,0.0,0.0,0.03,0.0,0.03
14447,Star Trek: The Game,Namco Bandai Games,2013,3,Action,PC,1977,36,2016,0,39,0.0,0.02,0.0,0.0,0.03
14448,Whiteout,Konami Digital Entertainment,2002,14,Racing,XB,2001,1,2009,7,8,0.02,0.01,0.0,0.0,0.03
14449,Galaxy Angel II: Zettairyouiki no Tobira,Other,2006,10,Strategy,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14450,Kung Fu Panda: Legendary Warriors,Activision,2008,8,Action,DS,2004,4,2013,3,9,0.02,0.0,0.0,0.0,0.03
14451,Hyakumanton no Bara Bara,Sony Computer Entertainment,2010,6,Strategy,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14452,Superdimension Neptune vs Sega Hard Girls,Other,2016,0,Role-Playing,PSV,2011,5,2016,0,5,0.0,0.02,0.0,0.01,0.03
14453,The Talos Principle,Other,2015,1,Puzzle,PS4,2013,2,2016,0,3,0.0,0.02,0.0,0.0,0.03
14454,Hajime no Ippo: The Fighting,Other,2002,14,Fighting,GBA,2001,1,2010,6,9,0.0,0.0,0.03,0.0,0.03
14455,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,Idea Factory,2010,6,Adventure,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14456,Spectral Souls: Resurrection of the Ethereal Empires,Idea Factory,2005,11,Role-Playing,PSP,2004,1,2014,2,10,0.03,0.0,0.0,0.0,0.03
14457,Syberia II,Ubisoft,2004,12,Adventure,XB,2001,3,2009,7,8,0.02,0.01,0.0,0.0,0.03
14458,Motor Trend presents Lotus Challenge,Other,2003,13,Racing,XB,2001,2,2009,7,8,0.02,0.01,0.0,0.0,0.03
14459,Braid,Other,2009,7,Platform,PC,1977,32,2016,0,39,0.0,0.02,0.0,0.0,0.03
14460,Gudetama: Hanjuku de Tanomuwa,Other,2015,1,Action,3DS,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14461,LEGO Legends of Chima: Laval's Journey,Other,2013,3,Adventure,DS,2004,9,2013,3,9,0.0,0.03,0.0,0.0,0.03
14462,Bleach DS 4th: Flame Bringer,Sega,2009,7,Action,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14463,Syberia,Other,2002,14,Action,PC,1977,25,2016,0,39,0.0,0.02,0.0,0.0,0.03
14464,Pacific Liberator,Other,2009,7,Action,Wii,2006,3,2016,0,10,0.03,0.0,0.0,0.0,0.03
14465,Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Other,2009,7,Adventure,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14466,The King of Fighters Portable '94~'98: Chapter of Orochi,Other,2010,6,Fighting,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14467,Puzzle Challenge: Crosswords and More!,Other,2009,7,Puzzle,Wii,2006,3,2016,0,10,0.03,0.0,0.0,0.0,0.03
14468,Turn It Around,505 Games,2006,10,Action,DS,2004,2,2013,3,9,0.03,0.0,0.0,0.0,0.03
14469,Nisenochigiri: Omoide no Saki e,Idea Factory,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14470,Jack Keane,Other,2008,8,Adventure,PC,1977,31,2016,0,39,0.0,0.02,0.0,0.0,0.03
14471,Girls Only,Other,2010,6,Simulation,DS,2004,6,2013,3,9,0.03,0.0,0.0,0.0,0.03
14472,Monsters vs. Aliens,Activision,2009,7,Action,PC,1977,32,2016,0,39,0.01,0.01,0.0,0.0,0.03
14473,In Cold Blood,Sony Computer Entertainment,2000,16,Adventure,PS,1994,6,2000,16,6,0.02,0.01,0.0,0.0,0.03
14474,Fireblade,Midway Games,2002,14,Action,GC,2001,1,2007,9,6,0.02,0.01,0.0,0.0,0.03
14475,Kamigami no Asobi,Other,2013,3,Adventure,PSP,2004,9,2014,2,10,0.0,0.0,0.03,0.0,0.03
14476,Harukanaru Toki no Naka de 6,Tecmo Koei,2015,1,Action,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14477,Kong: King of Atlantis,THQ,2005,11,Action,GBA,2001,4,2010,6,9,0.02,0.01,0.0,0.0,0.03
14478,Kidou Senshi V Gundam,Namco Bandai Games,1994,22,Action,SNES,1990,4,2003,13,13,0.0,0.0,0.03,0.0,0.03
14479,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,Konami Digital Entertainment,2005,11,Action,DS,2004,1,2013,3,9,0.0,0.0,0.03,0.0,0.03
14480,Wrestle Angels: Survivor 2,Other,2008,8,Fighting,PS2,2000,8,2013,3,13,0.0,0.0,0.03,0.0,0.03
14481,Onechanbara Z Kagura,D3Publisher,2012,4,Action,X360,2005,7,2016,0,11,0.0,0.0,0.03,0.0,0.03
14482,Ride,Other,2015,1,Racing,PC,1977,38,2016,0,39,0.0,0.03,0.0,0.0,0.03
14483,The King of Fighters 02/03,Other,2005,11,Fighting,XB,2001,4,2009,7,8,0.02,0.01,0.0,0.0,0.03
14484,ESPN Winter X Games: Snowboarding 2002,Konami Digital Entertainment,2002,14,Sports,XB,2001,1,2009,7,8,0.02,0.01,0.0,0.0,0.03
14485,Mega Minis Volume 2,Sony Computer Entertainment,2011,5,Misc,PSP,2004,7,2014,2,10,0.0,0.02,0.0,0.01,0.03
14486,Safari Adventures: Africa,Other,2008,8,Adventure,DS,2004,4,2013,3,9,0.03,0.0,0.0,0.0,0.03
14487,Tsuku Monogatari,Other,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14488,Vitamin Z,D3Publisher,2009,7,Adventure,PS2,2000,9,2013,3,13,0.0,0.0,0.03,0.0,0.03
14489,Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,Other,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14490,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Other,2010,6,Adventure,PSP,2004,6,2014,2,10,0.0,0.0,0.03,0.0,0.03
14491,Harukanaru Toki no Naka de 5: Kazahanaki,Other,2012,4,Role-Playing,PSP,2004,8,2014,2,10,0.0,0.0,0.03,0.0,0.03
14492,The Island of Dr. Frankenstein,Other,2009,7,Adventure,Wii,2006,3,2016,0,10,0.03,0.0,0.0,0.0,0.03
14493,Nobunaga no Yabou DS 2,Tecmo Koei,2008,8,Strategy,DS,2004,4,2013,3,9,0.0,0.0,0.03,0.0,0.03
14494,The IdolM@ster: Gravure For You! Vol. 6,Namco Bandai Games,2012,4,Action,PS3,2006,6,2016,0,10,0.0,0.0,0.03,0.0,0.03
14495,Metal Saga: Hagane no Kisetsu,Other,2006,10,Role-Playing,DS,2004,2,2013,3,9,0.0,0.0,0.03,0.0,0.03
14496,Animaniacs: The Great Edgar Hunt,Other,2005,11,Platform,GC,2001,4,2007,9,6,0.02,0.01,0.0,0.0,0.03
14497,SingStar Fussballhits,Sony Computer Entertainment,2010,6,Misc,PS3,2006,4,2016,0,10,0.0,0.02,0.0,0.01,0.03
14498,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,Other,2016,0,Adventure,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14499,Dream Club Zero Portable,D3Publisher,2011,5,Simulation,PSV,2011,0,2016,0,5,0.0,0.0,0.03,0.0,0.03
14500,LEGO Harry Potter: Years 1-4,Warner Bros. Interactive Entertainment,2010,6,Action,PC,1977,33,2016,0,39,0.02,0.01,0.0,0.0,0.03
14501,Samurai Warriors 2,Tecmo Koei,2013,3,Action,PS3,2006,7,2016,0,10,0.0,0.0,0.03,0.0,0.03
14502,Bus Simulator 16,Other,2016,0,Simulation,PC,1977,39,2016,0,39,0.0,0.03,0.0,0.0,0.03
14503,Mystery Trackers: The Void,Other,2011,5,Puzzle,PC,1977,34,2016,0,39,0.0,0.02,0.0,0.0,0.03
14504,Diabolik Lovers: Lunatic Parade,Idea Factory,2016,0,Adventure,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14505,Battle Arena Toshinden URA,Sega,1995,21,Fighting,SAT,1994,1,2000,16,6,0.0,0.0,0.03,0.0,0.03
14506,The Croods: Prehistoric Party!,D3Publisher,2013,3,Misc,WiiU,2012,1,2016,0,4,0.01,0.01,0.0,0.0,0.03
14507,Betty Boop's Double Shift,Zoo Digital Publishing,2007,9,Puzzle,DS,2004,3,2013,3,9,0.03,0.0,0.0,0.0,0.03
14508,Battle vs. Chess,Other,2011,5,Misc,X360,2005,6,2016,0,11,0.0,0.02,0.0,0.0,0.03
14509,Biohazard: Revival Selection,Capcom,2011,5,Action,X360,2005,6,2016,0,11,0.0,0.0,0.03,0.0,0.03
14510,Cabela's Big Game Hunter: Pro Hunts,Activision,2014,2,Shooter,X360,2005,9,2016,0,11,0.02,0.0,0.0,0.0,0.03
14511,Labyrinth Cross Blood: Infinity,Other,2013,3,Role-Playing,PSV,2011,2,2016,0,5,0.0,0.0,0.03,0.0,0.03
14512,CID The Dummy,Other,2009,7,Platform,PSP,2004,5,2014,2,10,0.02,0.0,0.0,0.0,0.03
14513,MechAssault: Phantom War,Other,2006,10,Simulation,DS,2004,2,2013,3,9,0.03,0.0,0.0,0.0,0.03
14514,Loading Human,Other,2016,0,Adventure,PS4,2013,3,2016,0,3,0.01,0.01,0.0,0.0,0.03
14515,The Settlers II 10th Anniversary,Ubisoft,2006,10,Action,PC,1977,29,2016,0,39,0.0,0.02,0.0,0.0,0.03
14516,The Last Guy,Sony Computer Entertainment,2009,7,Action,PS3,2006,3,2016,0,10,0.0,0.0,0.03,0.0,0.03
14517,Disney Sports Soccer,Konami Digital Entertainment,2002,14,Sports,GBA,2001,1,2010,6,9,0.02,0.01,0.0,0.0,0.03
14518,Kangokutou Mary Skelter,Other,2016,0,Role-Playing,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14519,101-in-1 Sports Party Megamix,Other,2010,6,Sports,Wii,2006,4,2016,0,10,0.02,0.0,0.0,0.0,0.03
14520,Akane Iro ni Somaru Saka Parallel,Other,2008,8,Adventure,PS2,2000,8,2013,3,13,0.0,0.0,0.03,0.0,0.03
14521,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,Other,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14522,Monster Hunter Frontier Online: Forward 1,Capcom,2011,5,Role-Playing,X360,2005,6,2016,0,11,0.0,0.0,0.03,0.0,0.03
14523,SingStar Chartbreaker,Sony Computer Entertainment,2009,7,Misc,PS3,2006,3,2016,0,10,0.0,0.02,0.0,0.01,0.03
14524,Botanicula,Other,2012,4,Adventure,PC,1977,35,2016,0,39,0.0,0.02,0.0,0.0,0.03
14525,D1 Professional Drift Grand Prix Series,Other,2005,11,Racing,PS2,2000,5,2013,3,13,0.01,0.01,0.0,0.0,0.03
14526,Max Payne,Take-Two Interactive,2003,13,Shooter,GBA,2001,2,2010,6,9,0.02,0.01,0.0,0.0,0.03
14527,Timeshock! Pro Pinball,Other,1998,18,Misc,PS,1994,4,2000,16,6,0.02,0.01,0.0,0.0,0.03
14528,Little Bears,Other,2009,7,Simulation,DS,2004,5,2013,3,9,0.03,0.0,0.0,0.0,0.03
14529,Starry ? Sky: In Winter,Other,2011,5,Misc,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14530,Rush Hour,Other,1997,19,Misc,PS,1994,3,2000,16,6,0.02,0.01,0.0,0.0,0.03
14531,Pro Cast Sports Fishing,Capcom,2003,13,Sports,XB,2001,2,2009,7,8,0.02,0.01,0.0,0.0,0.03
14532,Gintama: Banji Oku Chuubu!,Namco Bandai Games,2007,9,Action,Wii,2006,1,2016,0,10,0.0,0.0,0.03,0.0,0.03
14533,Pro Evolution Soccer 2012,Konami Digital Entertainment,2011,5,Action,3DS,2011,0,2016,0,5,0.02,0.0,0.0,0.0,0.03
14534,Saka Agari Hurricane Portable,Other,2011,5,Adventure,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14535,Negima!? Dream Tactic Yumemiru Otome Princess,Konami Digital Entertainment,2007,9,Strategy,PS2,2000,7,2013,3,13,0.0,0.0,0.03,0.0,0.03
14536,Rugby League Live,Other,2010,6,Sports,X360,2005,5,2016,0,11,0.0,0.02,0.0,0.0,0.03
14537,Star Trek: Tactical Assault,Ubisoft,2006,10,Strategy,PSP,2004,2,2014,2,10,0.02,0.0,0.0,0.0,0.03
14538,Cossacks: European Wars,Other,2001,15,Strategy,PC,1977,24,2016,0,39,0.0,0.02,0.0,0.0,0.03
14539,Yuusha Shisu.,Nippon Ichi Software,2016,0,Role-Playing,PSV,2011,5,2016,0,5,0.0,0.0,0.03,0.0,0.03
14540,MX vs. ATV Supercross,Other,2014,2,Racing,PS3,2006,8,2016,0,10,0.02,0.01,0.0,0.0,0.03
14541,Dakar 2: The World's Ultimate Rally,Acclaim Entertainment,2003,13,Racing,GC,2001,2,2007,9,6,0.02,0.01,0.0,0.0,0.03
14542,Sengoku Basara: Sanada Yukimura-Den,Capcom,2016,0,Action,PS3,2006,10,2016,0,10,0.0,0.0,0.03,0.0,0.03
14543,Kisuato,Other,2015,1,Adventure,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14544,NBA 2K7,Take-Two Interactive,2006,10,Sports,XB,2001,5,2009,7,8,0.02,0.01,0.0,0.0,0.03
14545,Auto Modellista,Capcom,2003,13,Racing,GC,2001,2,2007,9,6,0.02,0.01,0.0,0.0,0.03
14546,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",Idea Factory,2011,5,Misc,PSP,2004,7,2014,2,10,0.0,0.0,0.03,0.0,0.03
14547,1000 Cooking Recipes from ELLE à table,Nintendo,2010,6,Misc,DS,2004,6,2013,3,9,0.0,0.02,0.0,0.0,0.03
14548,Greg Hastings' Tournament Paintball Max'd,Activision,2006,10,Shooter,GBA,2001,5,2010,6,9,0.02,0.01,0.0,0.0,0.03
14549,Dave Mirra Freestyle BMX 3,Acclaim Entertainment,2002,14,Sports,GBA,2001,1,2010,6,9,0.02,0.01,0.0,0.0,0.03
14550,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,Other,2015,1,Simulation,PSV,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14551,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,Other,2009,7,Adventure,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14552,XBLAZE Code: Embryo,Other,2013,3,Adventure,PSV,2011,2,2016,0,5,0.01,0.0,0.01,0.0,0.03
14553,Eco Creatures: Save The Forest,Other,2007,9,Adventure,DS,2004,3,2013,3,9,0.03,0.0,0.0,0.0,0.03
14554,Frogger: Ancient Shadow,Konami Digital Entertainment,2005,11,Platform,XB,2001,4,2009,7,8,0.02,0.01,0.0,0.0,0.03
14555,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,Namco Bandai Games,2011,5,Action,DS,2004,7,2013,3,9,0.0,0.0,0.03,0.0,0.03
14556,Dragon Tamer: Sound Spirit,Namco Bandai Games,2007,9,Role-Playing,DS,2004,3,2013,3,9,0.0,0.0,0.03,0.0,0.03
14557,Dream Girl Premier,Other,2015,1,Misc,3DS,2011,4,2016,0,5,0.0,0.0,0.03,0.0,0.03
14558,Kiniro no Corda 2 f Encore,Tecmo Koei,2009,7,Role-Playing,PSP,2004,5,2014,2,10,0.0,0.0,0.03,0.0,0.03
14559,La Pucelle: Ragnarok,Nippon Ichi Software,2009,7,Role-Playing,PSP,2004,5,2014,2,10,0.0,0.0,0.03,0.0,0.03
14560,Darius II,Other,1995,21,Shooter,SAT,1994,1,2000,16,6,0.0,0.0,0.03,0.0,0.03
14561,Bleach: Soul Carnival 2,Sony Computer Entertainment,2009,7,Fighting,PSP,2004,5,2014,2,10,0.0,0.0,0.03,0.0,0.03
14562,ParaParaParadise,Konami Digital Entertainment,2001,15,Misc,PS2,2000,1,2013,3,13,0.0,0.0,0.03,0.0,0.03
14563,Warhammer: Mark of Chaos,Deep Silver,2006,10,Strategy,PC,1977,29,2016,0,39,0.0,0.02,0.0,0.0,0.03
14564,Tiger & Bunny: On-Air Jack!,Namco Bandai Games,2012,4,Action,PSP,2004,8,2014,2,10,0.0,0.0,0.03,0.0,0.03
14565,Eureka Seven AO: Jungfrau no Hanabanatachi,Namco Bandai Games,2012,4,Action,PS3,2006,6,2016,0,10,0.0,0.0,0.03,0.0,0.03
14566,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,Other,2007,9,Fighting,PS2,2000,7,2013,3,13,0.0,0.0,0.03,0.0,0.03
14567,Warship Gunner 2,Tecmo Koei,2006,10,Simulation,PS2,2000,6,2013,3,13,0.01,0.01,0.0,0.0,0.03
14568,Putty Squad,Other,2013,3,Platform,PSV,2011,2,2016,0,5,0.01,0.01,0.0,0.01,0.03
14569,Gotcha Force,Capcom,2003,13,Shooter,GC,2001,2,2007,9,6,0.01,0.0,0.01,0.0,0.03
14570,Driver: Parallel Lines,Ubisoft,2007,9,Racing,Wii,2006,1,2016,0,10,0.01,0.01,0.0,0.0,0.03
14571,Battlefield Vietnam,Electronic Arts,2004,12,Shooter,PC,1977,27,2016,0,39,0.0,0.02,0.0,0.0,0.03
14572,Rugby League Live,Other,2010,6,Sports,PS3,2006,4,2016,0,10,0.0,0.02,0.0,0.01,0.03
14573,Secret Files 2: Puritas Cordis,Deep Silver,2009,7,Adventure,Wii,2006,3,2016,0,10,0.0,0.02,0.0,0.0,0.03
14574,The Perfect Golf,Other,1995,21,Sports,PS,1994,1,2000,16,6,0.0,0.0,0.03,0.0,0.03
14575,Wrestle Kingdom,Other,2006,10,Fighting,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14576,Demon Driver: Time to Burn Rubber!,Other,2003,13,Racing,GBA,2001,2,2010,6,9,0.02,0.01,0.0,0.0,0.03
14577,Dead Rising 2,Capcom,2016,0,Action,PS4,2013,3,2016,0,3,0.01,0.0,0.01,0.0,0.03
14578,Mojo!,Other,2003,13,Puzzle,XB,2001,2,2009,7,8,0.02,0.01,0.0,0.0,0.03
14579,Age of Conan: Rise of the Godslayer,Other,2010,6,Role-Playing,PC,1977,33,2016,0,39,0.0,0.02,0.0,0.0,0.03
14580,Infinite Stratos 2: Ignition Hearts,Other,2014,2,Adventure,PS3,2006,8,2016,0,10,0.0,0.0,0.03,0.0,0.03
14581,Young Justice: Legacy,Namco Bandai Games,2013,3,Action,Wii,2006,7,2016,0,10,0.0,0.03,0.0,0.0,0.03
14582,Steins;Gate 0,Other,2015,1,Adventure,PS3,2006,9,2016,0,10,0.0,0.0,0.03,0.0,0.03
14583,The Peanuts Movie: Snoopy's Grand Adventure,Activision,2015,1,Action,3DS,2011,4,2016,0,5,0.0,0.03,0.0,0.0,0.03
14584,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,Konami Digital Entertainment,2006,10,Adventure,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14585,Totally Spies! Totally Party,Ubisoft,2008,8,Misc,PC,1977,31,2016,0,39,0.0,0.02,0.0,0.0,0.03
14586,Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,Other,2013,3,Fighting,3DS,2011,2,2016,0,5,0.0,0.0,0.03,0.0,0.03
14587,Buffy the Vampire Slayer: Chaos Bleeds,Vivendi Games,2003,13,Action,GC,2001,2,2007,9,6,0.02,0.01,0.0,0.0,0.03
14588,Brothers Conflict: Passion Pink,Idea Factory,2012,4,Action,PSP,2004,8,2014,2,10,0.0,0.0,0.03,0.0,0.03
14589,Clannad,Other,2008,8,Adventure,X360,2005,3,2016,0,11,0.0,0.0,0.03,0.0,0.03
14590,Kuryuu Youma Gakuenki Recharge,Other,2006,10,Adventure,PS2,2000,6,2013,3,13,0.0,0.0,0.03,0.0,0.03
14591,Jet Grind Radio,Sega,2003,13,Action,GBA,2001,2,2010,6,9,0.02,0.01,0.0,0.0,0.03
14592,Rugby Challenge 3,Other,2016,0,Sports,PS3,2006,10,2016,0,10,0.0,0.02,0.0,0.0,0.03
14593,Prince of Persia (2008),Ubisoft,2008,8,Action,PC,1977,31,2016,0,39,0.0,0.02,0.0,0.0,0.03
14594,My Frogger: Toy Trials,Konami Digital Entertainment,2006,10,Action,DS,2004,2,2013,3,9,0.02,0.0,0.0,0.0,0.03
14595,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,Other,2009,7,Action,DS,2004,5,2013,3,9,0.0,0.0,0.03,0.0,0.03
14596,Max Payne 2: The Fall of Max Payne,Take-Two Interactive,2003,13,Shooter,PC,1977,26,2016,0,39,0.0,0.02,0.0,0.0,0.03
14597,Magicka,Other,2011,5,Role-Playing,PC,1977,34,2016,0,39,0.0,0.02,0.0,0.01,0.03
14598,Schlag den Raab,Namco Bandai Games,2010,6,Misc,PC,1977,33,2016,0,39,0.0,0.02,0.0,0.0,0.03
14599,Baldur's Gate: Dark Alliance,Other,2004,12,Role-Playing,GBA,2001,3,2010,6,9,0.02,0.01,0.0,0.0,0.03
